ref	idx	token	oga_id	oga_postag	gorman_postag	oga_lemma	gorman_lemma	mismatch
1.2.6	19	ἐκ	t_322	r--------	r--------	ἐκ	ἐκ	
1.2.6	20	γὰρ	t_323	d--------	d--------	γάρ	γάρ	
1.2.6	21	τῆς	t_324	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.2.6	22	ἄλλης	t_325	a-s---fg-	a-s---fg_	ἄλλος	ἄλλος	@
1.2.6	23	Ἑλλάδος	t_326	n-s---fg-	n-s---fg-	ἑλλάς	Ἑλλάς	@
1.2.6	24	οἱ	t_327	l-p---mn-	l-p---mn-	ὁ	ὁ	
1.2.6	25	πολέμῳ	t_328	n-s---md-	n-s---md-	πόλεμος	πόλεμος	
1.2.6	26	ἢ	t_329	c--------	c--------	ἤ1	ἤ1	
1.2.6	27	στάσει	t_330	n-s---fd-	n-s---fd-	στάσις	στάσις	
1.2.6	28	ἐκπίπτοντες	t_331	v-pppamn-	v-pppamn-	ἐκπίτνω	ἐκπίτνω	
1.2.6	29	παρ᾽	t_332	r--------	r--------	παρά	παρά	
1.2.6	30	Ἀθηναίους	t_333	n-p---ma-	n-p---ma-	ἀθήναιος	Ἀθήναιος	@
1.2.6	31	οἱ	t_334	l-p---mn-	l-p---mn-	ὁ	ὁ	
1.2.6	32	δυνατώτατοι	t_335	a-p---mns	a-p---mns	δυνατός	δυνατός	
1.2.6	33	ὡς	t_336	d--------	d--------	ὡς	ὡς	
1.2.6	34	βέβαιον	t_337	a-s---na-	a-s---na-	βέβαιος	βέβαιος	
1.2.6	35	ὂν	t_338	v-sppana-	v-sppana-	εἰμί	εἰμί	
1.2.6	36	ἀνεχώρουν	t_339	v3piia---	v3piia---	ἀναχωρέω	ἀναχωρέω	
1.2.6	37	,	t_340	u--------	u--------	,	punc1	
1.2.6	38	καὶ	t_341	c--------	c--------	καί	καί	
1.2.6	39	πολῖται	t_342	n-p---mn-	n-p---mn-	πολίτης	πολίτης	
1.2.6	40	γιγνόμενοι	t_343	v-pppemn-	v-pppemn-	γίγνομαι	γίγνομαι	
1.2.6	41	εὐθὺς	t_344	d--------	d--------	εὐθύς2	εὐθύς2	
1.2.6	42	ἀπὸ	t_345	r--------	r--------	ἀπό	ἀπό	
1.2.6	43	παλαιοῦ	t_346	a-s---ng-	a-s---ng-	παλαιός	παλαιός	
1.2.6	44	μείζω	t_347	a-s---fac	a-s---fac	μέγας	μέγας	
1.2.6	45	ἔτι	t_348	d--------	d--------	ἔτι	ἔτι	
1.2.6	46	ἐποίησαν	t_349	v3paia---	v3paia---	ποιέω	ποιέω	
1.2.6	47	πλήθει	t_350	n-s---nd-	n-s---nd-	πλῆθος	πλῆθος	
1.2.6	48	ἀνθρώπων	t_351	n-p---mg-	n-p---mg-	ἄνθρωπος	ἄνθρωπος	
1.2.6	49	τὴν	t_352	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.2.6	50	πόλιν	t_353	n-s---fa-	n-s---fa-	πόλις	πόλις	
1.2.6	51	,	t_354	u--------	u--------	,	punc1	
1.2.6	52	ὥστε	t_355	c--------	c--------	ὥστε	ὥστε	
1.2.6	53	καὶ	t_356	d--------	d--------	καί	καί	
1.2.6	54	ἐς	t_357	r--------	r--------	εἰς	εἰς	
1.2.6	55	Ἰωνίαν	t_358	n-s---fa-	n-s---fa-	ἰωνία	Ἰωνία	@
1.2.6	56	ὕστερον	t_359	a-s---na-	a-s---na-	ὕστερος	ὕστερος	
1.2.6	57	ὡς	t_360	d--------	d--------	ὡς	ὡς	
1.2.6	58	οὐχ	t_361	d--------	d--------	οὐ	οὐ	
1.2.6	59	ἱκανῆς	t_362	a-s---fg-	a-s---fg-	ἱκανός	ἱκανός	
1.2.6	60	οὔσης	t_363	v-sppafg-	v-sppafg-	εἰμί	εἰμί	
1.2.6	61	τῆς	t_364	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.2.6	62	Ἀττικῆς	t_365	a-s---fg-	n-s---fg-	ἀττική	Ἀττική	@
1.2.6	63	ἀποικίας	t_366	n-s---fg-	n-p---fa-	ἀποικία	ἀποικία	@
1.2.6	64	ἐξέπεμψαν	t_367	v3paia---	v3paia---	ἐκπέμπω	ἐκπέμπω	
1.2.6	65	.	t_368	u--------	u--------	.	punc1	
1.3.1	1	δηλοῖ	t_369	v3spia---	v3spia---	δηλόω	δηλόω	
1.3.1	2	δέ	t_370	d--------	d--------	δέ	δέ	
1.3.1	3	μοι	t_371	p-s---md-	p1s---md-	ἐγώ	ἐγώ	@
1.3.1	4	καὶ	t_372	d--------	d--------	καί	καί	
1.3.1	5	τόδε	t_373	p-s---nn-	p-s---nn-	ὅδε	ὅδε	
1.3.1	6	τῶν	t_374	l-p---ng-	l-p---mg-	ὁ	ὁ	@
1.3.1	7	παλαιῶν	t_375	a-p---ng-	a-p---mg-	παλαιός	παλαιός	@
1.3.1	8	ἀσθένειαν	t_376	n-s---fa-	n-s---fa-	ἀσθένεια	ἀσθένεια	
1.3.1	9	οὐχ	t_377	d--------	d--------	οὐ	οὐ	
1.3.1	10	ἥκιστα	t_378	a-p---na-	a-p---na-	ἥκιστος	ἥκιστος	
1.3.1	11	·	t_379	u--------	u--------	·	punc1	
1.3.1	12	πρὸ	t_380	r--------	r--------	πρό	πρό	
1.3.1	13	γὰρ	t_381	d--------	d--------	γάρ	γάρ	
1.3.1	14	τῶν	t_382	l-p---ng-	l-p---ng-	ὁ	ὁ	
1.3.1	15	Τρωικῶν	t_383	a-p---ng-	a-p---ng-	τρωικός	Τρωικός	@
1.3.1	16	οὐδὲν	t_384	p-s---na-	p-s---na-	οὐδείς	οὐδείς	
1.3.1	17	φαίνεται	t_385	v3spie---	v3spie---	φαίνω	φαίνω	
1.3.1	18	πρότερον	t_386	a-s---na-	a-s---na-	πρότερος	πρότερος	
1.3.1	19	κοινῇ	t_387	d--------	d--------	κοινῇ	κοινῇ	
1.3.1	20	ἐργασαμένη	t_388	v-sapmfn-	v-sapefn-	ἐργάζομαι	ἐργάζομαι	@
1.3.1	21	ἡ	t_389	l-s---fn-	l-s---fn-	ὁ	ὁ	
1.3.1	22	Ἑλλάς	t_390	n-s---fn-	n-s---fn-	ἑλλάς	Ἑλλάς	@
1.3.1	23	·	t_391	u--------	u--------	·	punc1	
1.3.2	1	δοκεῖ	t_392	v3spia---	v3spia---	δοκέω	δοκέω	
1.3.2	2	δέ	t_393	d--------	d--------	δέ	δέ	
1.3.2	3	μοι	t_394	p1s---md-	p1s---md-	ἐγώ	ἐγώ	
1.3.2	4	,	t_395	u--------	u--------	,	punc1	
1.3.2	5	οὐ	t_396	d--------	d--------	οὐ	οὐ	
1.3.2	6	δὲ	t_397	d--------	d--------	δέ	δέ	
1.3.2	7	τ	t_398	l-s---nn-	l-s---na-	ὁ	ὁ	@
1.3.2	8	οὔνομα	t_399	n-s---nn-	n-s---na-	ὄνομα	ὄνομα	@
1.3.2	9	τοῦτο	t_400	a-s---na-	a-s---na_	οὗτος	οὗτος	@
1.3.2	10	ξύμπασά	t_401	v-sppafn-	a-s---fn-	σύμπας	σύμπας	@
1.3.2	11	πω	t_402	d--------	d--------	πω	πω	
1.3.2	12	εἶχεν	t_403	v3siia---	v3siia---	ἔχω	ἔχω	
1.3.2	13	,	t_404	u--------	u--------	,	punc1	
1.3.2	14	ἀλλὰ	t_405	c--------	c--------	ἀλλά	ἀλλὰ	@
1.3.2	15	τὰ	t_406	l-p---na-	l-p---na-	ὁ	ὁ	
1.3.2	16	μὲν	t_407	d--------	d--------	μέν	μέν	
1.3.2	17	πρὸ	t_408	r--------	r--------	πρό	πρό	
1.3.2	18	Ἕλληνος	t_409	n-s---mg-	n-s---mg-	ἕλλην	Ἕλλην	@
1.3.2	19	τοῦ	t_410	l-s---mg-	l-s---mg-	ὁ	ὁ	
1.3.2	20	Δευκαλίωνος	t_411	n-s---mg-	n-s---mg-	δευκαλίων	Δευκαλίων	@
1.3.2	21	καὶ	t_412	d--------	d--------	καί	καί	
1.3.2	22	πάνυ	t_413	d--------	d--------	πάνυ	πάνυ	
1.3.2	23	οὐ	t_414	d--------	d--------	οὐ	οὐ	
1.3.2	24	δὲ	t_415	d--------	d--------	δέ	δέ	
1.3.2	25	εἶναι	t_416	v--pna---	v--pna---	εἰμί	εἰμί	
1.3.2	26	ἡ	t_417	l-s---fn-	l-s---fn-	ὁ	ὁ	
1.3.2	27	ἐπίκλησις	t_418	n-s---fn-	n-s---fn-	ἐπίκλησις	ἐπίκλησις	
1.3.2	28	αὕτη	t_419	a-s---fn-	a-s---fn_	οὗτος	οὗτος	@
1.3.2	29	,	t_420	u--------	u--------	,	punc1	
1.3.2	30	κατὰ	t_421	r--------	r--------	κατά	κατά	
1.3.2	31	ἔθνη	t_422	n-p---na-	n-p---na-	ἔθνος	ἔθνος	
1.3.2	32	δὲ	t_423	c--------	d--------	δέ	δέ	@
1.3.2	33	ἄλλα	t_424	a-p---na-	p-p---na-	ἄλλος	ἄλλος	@
1.3.2	34	τε	t_425	d--------	d--------	τε	τε	
1.3.2	35	καὶ	t_426	c--------	c--------	καί	καί	
1.3.2	36	τὸ	t_427	l-s---na-	l-s---na-	ὁ	ὁ	
1.3.2	37	Πελασγικὸν	t_428	a-s---na-	a-s---na-	πελασγικός	Πελασγικός	@
1.3.2	38	ἐπὶ	t_429	r--------	r--------	ἐπί	ἐπί	
1.3.2	39	πλεῖστον	t_430	a-s---na-	a-s---na-	πλεῖστος	πλεῖστος	
1.3.2	40	ἀφ’	t_431	r--------	r--------	ἀπό	ἀπό	
1.3.2	41	ἑαυτῶν	t_432	p-p---mg-	p-p---ng-	ἑαυτοῦ	ἑαυτοῦ	@
1.3.2	42	τὴν	t_433	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.3.2	43	ἐπωνυμίαν	t_434	n-s---fa-	n-s---fa-	ἐπωνυμία	ἐπωνυμία	
1.3.2	44	παρέχεσθαι	t_435	v--pne---	v--pne---	παρέχω	παρέχω	
1.3.2	45	,	t_436	u--------	u--------	,	punc1	
1.3.2	46	Ἕλληνος	t_437	n-s---mg-	n-s---mg-	ἕλλην	Ἕλλην	@
1.3.2	47	δὲ	t_438	c--------	c--------	δέ	δέ	
1.3.2	48	καὶ	t_439	c--------	c--------	καί	καί	
1.3.2	49	τῶν	t_440	l-p---mg-	l-p---mg-	ὁ	ὁ	
1.3.2	50	παίδων	t_441	n-p---mg-	n-p---mg-	παῖς	παῖς	
1.3.2	51	αὐτοῦ	t_442	p-s---mg-	p-s---mg-	αὐτός	αὐτός	
1.3.2	52	ἐν	t_443	r--------	r--------	ἐν	ἐν	
1.3.2	53	τῇ	t_444	l-s---fd-	l-s---fd-	ὁ	ὁ	
1.3.2	54	Φθιώτιδι	t_445	n-s---fd-	n-s---fd-	φθιώτης	Φθιῶτις	@
1.3.2	55	ἰσχυσάντων	t_446	v-papamg-	v-papamg-	ἰσχύω	ἰσχύω	
1.3.2	56	,	t_447	u--------	u--------	,	punc1	
1.3.2	57	καὶ	t_448	c--------	c--------	καί	καί	
1.3.2	58	ἐπαγομένων	t_449	v-pppemg-	v-pppemg-	ἐπάγω	ἐπάγω	
1.3.2	59	αὐτοὺς	t_450	p-p---ma-	p-p---ma-	αὐτός	αὐτός	
1.3.2	60	ἐπ’	t_451	r--------	r--------	ἐπί	ἐπί	
1.3.2	61	ὠφελίᾳ	t_452	n-s---fd-	n-s---fd-	ὠφέλεια	ὠφέλεια	
1.3.2	62	ἐς	t_453	r--------	r--------	εἰς	εἰς	
1.3.2	63	τὰς	t_454	l-p---fa-	l-p---fa-	ὁ	ὁ	
1.3.2	64	ἄλλας	t_455	a-p---fa-	a-p---fa_	ἄλλος	ἄλλος	@
1.3.2	65	πόλεις	t_456	n-p---fa-	n-p---fa-	πόλις	πόλις	
1.3.2	66	,	t_457	u--------	u--------	,	punc1	
1.3.2	67	καθ’	t_458	r--------	r--------	κατά	κατά	
1.3.2	68	ἑκάστους	t_459	a-p---ma-	a-p---ma-	ἕκαστος	ἕκαστος	
1.3.2	69	μὲν	t_460	d--------	d--------	μέν	μέν	
1.3.2	70	ἤδη	t_461	d--------	d--------	ἤδη	ἤδη	
1.3.2	71	τῇ	t_462	l-s---fd-	l-s---fd-	ὁ	ὁ	
1.3.2	72	ὁμιλίᾳ	t_463	n-s---fd-	n-s---fd-	ὁμιλία	ὁμιλία	
1.3.2	73	μᾶλλον	t_464	d--------	d--------	μᾶλλον	μᾶλλον	
1.3.2	74	καλεῖσθαι	t_465	v--pne---	v--pne---	καλέω	καλέω	
1.3.2	75	Ἕλληνας	t_466	n-p---ma-	n-p---ma-	ἕλλην	Ἕλλην	@
1.3.2	76	,	t_467	u--------	u--------	,	punc1	
1.3.2	77	οὐ	t_468	d--------	d--------	οὐ	οὐ	
1.3.2	78	μέντοι	t_469	c--------	d--------	μέντοι	μέντοι	@
1.3.2	79	πολλοῦ	t_470	a-s---mg-	a-s---mg-	πολύς	πολύς	
1.3.2	80	γε	t_471	d--------	d--------	γε	γε	
1.3.2	81	χρόνου	t_472	n-s---mg-	n-s---mg-	χρόνος	χρόνος	
1.3.2	82	[	t_473	u--------	u--------	[	punc1	
1.3.2	83	ἐδύνατο	t_474	v3siie---	v3siie---	δύναμαι	δύναμαι	
1.3.2	84	]	t_475	u--------	u--------	]	punc1	
1.3.2	85	καὶ	t_476	d--------	d--------	καί	καί	
1.3.2	86	ἅπασιν	t_477	a-p---md-	a-p---md-	ἅπας	ἅπας	
1.3.2	87	ἐκνικῆσαι	t_478	v--ana---	v--ana---	ἐκνικάω	ἐκνικάω	
1.3.2	88	.	t_479	u--------	u--------	.	punc1	
1.3.3	1	τεκμηριοῖ	t_480	v3spia---	v3spia---	τεκμηριόω	τεκμηριόω	
1.3.3	2	δὲ	t_481	g--------	d--------	δέ	δέ	@
1.3.3	3	μάλιστα	t_482	d--------	d--------	μάλιστα	μάλιστα	
1.3.3	4	Ὅμηρος	t_483	n-s---mn-	n-s---mn-	ὅμηρος	Ὅμηρος	@
1.3.3	5	·	t_484	u--------	u--------	·	punc1	
1.3.3	6	πολλῷ	t_485	a-s---nd-	a-s---nd-	πολύς	πολύς	
1.3.3	7	γὰρ	t_486	d--------	d--------	γάρ	γάρ	
1.3.3	8	ὕστερον	t_487	a-s---na-	a-s---na-	ὕστερος	ὕστερος	
1.3.3	9	ἔτι	t_488	d--------	d--------	ἔτι	ἔτι	
1.3.3	10	καὶ	t_489	d--------	d--------	καί	καί	
1.3.3	11	τῶν	t_490	l-p---mg-	l-p---ng-	ὁ	ὁ	@
1.3.3	12	Τρωικῶν	t_491	a-p---mg-	a-p---ng-	τρωικός	Τρωικός	@
1.3.3	13	γενόμενος	t_492	v-sapmmn-	v-sapmmn-	γίγνομαι	γίγνομαι	
1.3.3	14	οὐδαμοῦ	t_493	d--------	d--------	οὐδαμοῦ	οὐδαμοῦ	
1.3.3	15	τοὺς	t_494	l-p---ma-	l-p---ma-	ὁ	ὁ	
1.3.3	16	ξύμπαντας	t_495	a-p---ma-	a-p---ma-	σύμπας	σύμπας	
1.3.3	17	ὠνόμασεν	t_496	v3saia---	v3saia---	ὀνομάζω	ὀνομάζω	
1.3.3	18	,	t_497	u--------	u--------	,	punc1	
1.3.3	19	οὐ	t_498	d--------	d--------	οὐ	οὐ	
1.3.3	20	δ’	t_499	c--------	d--------	δέ	δέ	@
1.3.3	21	ἄλλους	t_500	p-p---ma-	p-p---ma-	ἄλλος	ἄλλος	
1.3.3	22	ἢ	t_501	c--------	c--------	ἤ1	ἤ1	
1.3.3	23	τοὺς	t_502	l-p---ma-	l-p---ma-	ὁ	ὁ	
1.3.3	24	μετ’	t_503	r--------	r--------	μετά	μετά	
1.3.3	25	Ἀχιλλέως	t_504	n-s---mg-	n-s---mg-	ἀχιλλεύς	Ἀχιλλεύς	@
1.3.3	26	ἐκ	t_505	r--------	r--------	ἐκ	ἐκ	
1.3.3	27	τῆς	t_506	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.3.3	28	Φθιώτιδος	t_507	n-s---fg-	n-s---fg-	φθιῶτις	Φθιῶτις	@
1.3.3	29	,	t_508	u--------	u--------	,	punc1	
1.3.3	30	οἵπερ	t_509	p-p---mn-	p-p---mn-	ὅσπερ	ὅς	@
1.3.3	31	καὶ	t_510	d--------	d--------	καί	καί	
1.3.3	32	πρῶτοι	t_511	a-p---mn-	a-p---mn-	πρῶτος	πρῶτος	
1.3.3	33	Ἕλληνες	t_512	n-p---mn-	n-p---mn-	ἕλλην	Ἕλλην	@
1.3.3	34	ἦσαν	t_513	v3piia---	v3piia---	εἰμί	εἰμί	
1.3.3	35	,	t_514	u--------	u--------	,	punc1	
1.3.3	36	Δαναοὺς	t_515	n-p---ma-	n-p---ma-	δαναοί	Δαναός	@
1.3.3	37	δὲ	t_516	c--------	c--------	δέ	δέ	
1.3.3	38	ἐν	t_517	r--------	r--------	ἐν	ἐν	
1.3.3	39	τοῖς	t_518	l-p---nd-	l-p---nd-	ὁ	ὁ	
1.3.3	40	ἔπεσι	t_519	n-p---nd-	n-p---nd-	ἔπος	ἔπος	
1.3.3	41	καὶ	t_520	d--------	d--------	καί	καί	
1.3.3	42	Ἀργείους	t_521	n-p---ma-	n-p---ma-	ἀργεῖος	Ἀργεῖος	@
1.3.3	43	καὶ	t_522	c--------	c--------	καί	καί	
1.3.3	44	Ἀχαιοὺς	t_523	n-p---ma-	n-p---ma-	ἀχαιός	Ἀχαιός	@
1.3.3	45	ἀνακαλεῖ	t_524	v3spia---	v3spia---	ἀνακαλέω	ἀνακαλέω	
1.3.3	46	.	t_525	u--------	u--------	.	punc1	
1.3.3	47	οὐ	t_526	d--------	d--------	οὐ	οὐ	
1.3.3	48	μὴν	t_527	d--------	d--------	μήν	μήν	
1.3.3	49	οὐ	t_528	d--------	d--------	οὐ	οὐ	
1.3.3	50	δὲ	t_529	d--------	d--------	δέ	δέ	
1.3.3	51	βαρβάρους	t_530	n-p---ma-	n-p---ma-	βάρβαρος	βάρβαρος	
1.3.3	52	εἴρηκε	t_531	v3sria---	v3sria---	ἐρῶ	ἐρῶ	
1.3.3	53	διὰ	t_532	r--------	r--------	διά	διά	
1.3.3	54	τὸ	t_533	l-s---na-	l-s---na-	ὁ	ὁ	
1.3.3	55	μη	t_534	d--------	d--------	μη	μη	
1.3.3	56	δὲ	t_535	d--------	d--------	δέ	δέ	
1.3.3	57	Ἕλληνάς	t_536	n-p---ma-	n-p---ma-	ἕλλην	Ἕλλην	@
1.3.3	58	πω	t_537	d--------	d--------	πω	πω	
1.3.3	59	,	t_538	u--------	u--------	,	punc1	
1.3.3	60	ὡς	t_539	c--------	c--------	ὡς	ὡς	
1.3.3	61	ἐμοὶ	t_540	p1s---md-	p1s---md-	ἐγώ	ἐγώ	
1.3.3	62	δοκεῖ	t_541	v3spia---	v3spia---	δοκέω	δοκέω	
1.3.3	63	,	t_542	u--------	u--------	,	punc1	
1.3.3	64	ἀντίπαλον	t_543	a-s---na-	a-s---na-	ἀντίπαλος	ἀντίπαλος	
1.3.3	65	ἐς	t_544	r--------	r--------	εἰς	εἰς	
1.3.3	66	ἓν	t_545	a-s---na-	n-s---na-	εἷς	εἷς	@
1.3.3	67	ὄνομα	t_546	n-s---na-	n-s---na-	ὄνομα	ὄνομα	
1.3.3	68	ἀποκεκρίσθαι	t_547	v--rne---	v--rne---	ἀποκρίνω	ἀποκρίνω	
1.3.3	69	.	t_548	u--------	u--------	.	punc1	
1.3.4	1	οἱ	t_549	l-p---mn-	l-p---mn-	ὁ	ὁ	
1.3.4	2	δ’	t_550	d--------	d--------	δέ	δέ	
1.3.4	3	οὖν	t_551	d--------	d--------	οὖν	οὖν	
1.3.4	4	ὡς	t_552	c--------	d--------	ὡς	ὡς	@
1.3.4	5	ἕκαστοι	t_553	a-p---mn-	a-p---mn-	ἕκαστος	ἕκαστος	
1.3.4	6	Ἕλληνες	t_554	n-p---mn-	n-p---mn-	ἕλλην	Ἕλλην	@
1.3.4	7	κατὰ	t_555	r--------	r--------	κατά	κατά	
1.3.4	8	πόλεις	t_556	n-p---fa-	n-p---fa-	πόλις	πόλις	
1.3.4	9	τε	t_557	d--------	d--------	τε	τε	
1.3.4	10	ὅσοι	t_558	a-p---mn-	a-p---mn-	ὅσος	ὅσος	
1.3.4	11	ἀλλήλων	t_559	p-p---mg-	p-p---mg-	ἀλλήλων	ἀλλήλων	
1.3.4	12	ξυνίεσαν	t_560	v3piia---	v3piia---	συνίημι	συνίημι	
1.3.4	13	καὶ	t_561	c--------	c--------	καί	καί	
1.3.4	14	ξύμπαντες	t_562	a-p---mn-	a-p---mn-	σύμπας	σύμπας	
1.3.4	15	ὕστερον	t_563	a-s---na-	n-s---na-	ὕστερος	ὕστερον	@
1.3.4	16	κληθέντες	t_564	v-pappmn-	v-pappmn-	καλέω	καλέω	
1.3.4	17	οὐδὲν	t_565	p-s---na-	p-s---na-	οὐδείς	οὐδείς	
1.3.4	18	πρὸ	t_566	r--------	r--------	πρό	πρό	
1.3.4	19	τῶν	t_567	l-p---ng-	l-p---ng-	ὁ	ὁ	
1.3.4	20	Τρωικῶν	t_568	a-p---ng-	a-p---ng-	τρωικός	Τρωικός	@
1.3.4	21	δι’	t_569	r--------	r--------	διά	διά	
1.3.4	22	ἀσθένειαν	t_570	n-s---fa-	n-s---fa-	ἀσθένεια	ἀσθένεια	
1.3.4	23	καὶ	t_571	c--------	c--------	καί	καί	
1.3.4	24	ἀμειξίαν	t_572	n-s---fa-	n-s---fa-	ἀμειξία	ἀμιξία	@
1.3.4	25	ἀλλήλων	t_573	p-p---mg-	p-p---mg-	ἀλλήλων	ἀλλήλων	
1.3.4	26	ἁθρόοι	t_574	a-p---mn-	a-p---mn-	ἀθρόος	ἀθρόος	
1.3.4	27	ἔπραξαν	t_575	v3paia---	v3paia---	πράσσω	πράσσω	
1.3.4	28	.	t_576	u--------	u--------	.	punc1	
1.3.4	29	ἀλλὰ	t_577	d--------	d--------	ἀλλά	ἀλλά	
1.3.4	30	καὶ	t_578	d--------	d--------	καί	καί	
1.3.4	31	ταύτην	t_579	a-s---fa-	a-s---fa_	οὗτος	οὗτος	@
1.3.4	32	τὴν	t_580	l-s---fa-	l-s---fa-	ὁ	ὁ	
1.3.4	33	στρατείαν	t_581	n-s---fa-	n-s---fa-	στρατεία	στρατεία	
1.3.4	34	θαλάσσῃ	t_582	n-s---fd-	n-s---fd-	θάλασσα	θάλασσα	
1.3.4	35	ἤδη	t_583	d--------	d--------	ἤδη	ἤδη	
1.3.4	36	πλείω	t_584	a-p---nac	a-p---nac	πλείων	πλείων	
1.3.4	37	χρώμενοι	t_585	v-pppemn-	v-pppemn-	χράομαι	χράω1	@
1.3.4	38	ξυνεξῆλθον	t_586	v3paia---	v3paia---	συνεισέρχομαι	συνεξέρχομαι	@
1.3.4	39	.	t_587	u--------	u--------	.	punc1	
1.4.1	1	Μίνως	t_588	n-s---mn-	n-s---mn-	μίνως	Μίνως	@
1.4.1	2	γὰρ	t_589	d--------	d--------	γάρ	γάρ	
1.4.1	3	παλαίτατος	t_590	a-s---mns	a-s---mn-	παλαιός	παλαιός	@
1.4.1	4	ὧν	t_591	p-p---mg-	p-p---mg-	ὅς	ὅς	
1.4.1	5	ἀκοῇ	t_592	n-s---fd-	n-s---fd-	ἀκοή	ἀκοή	
1.4.1	6	ἴσμεν	t_593	v1pria---	v1pria---	οἶδα	οἶδα	
1.4.1	7	ναυτικὸν	t_594	n-s---na-	a-s---na-	ναυτικόν	ναυτικός	@
1.4.1	8	ἐκτήσατο	t_595	v3saim---	v3saim---	κτάομαι	κτάομαι	
1.4.1	9	καὶ	t_596	d--------	d--------	καί	καί	
1.4.1	10	τῆς	t_597	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.4.1	11	νῦν	t_598	d--------	d--------	νῦν	νῦν	
1.4.1	12	Ἑλληνικῆς	t_599	a-s---fg-	a-s---fg-	ἑλληνικός	Ἑλληνικός	@
1.4.1	13	θαλάσσης	t_600	n-s---fg-	n-s---fg-	θάλασσα	θάλασσα	
1.4.1	14	ἐπὶ	t_601	r--------	r--------	ἐπί	ἐπί	
1.4.1	15	πλεῖστον	t_602	a-s---na-	a-s---na-	πλεῖστος	πλεῖστος	
1.4.1	16	ἐκράτησε	t_603	v3saia---	v3saia---	κρατέω	κρατέω	
1.4.1	17	καὶ	t_604	d--------	d--------	καί	καί	
1.4.1	18	τῶν	t_605	l-p---fg-	l-p---fg-	ὁ	ὁ	
1.4.1	19	Κυκλάδων	t_606	n-p---fg-	n-p---fg-	κίλιξ	Κυκλάδες	@
1.4.1	20	νήσων	t_607	n-p---fg-	n-p---fg-	νῆσος	νῆσος	
1.4.1	21	ἦρξέ	t_608	v3saia---	v3saia---	ἄρχω	ἔρδω	@
1.4.1	22	τε	t_609	d--------	d--------	τε	τε	
1.4.1	23	καὶ	t_610	c--------	c--------	καί	καί	
1.4.1	24	οἰκιστὴς	t_611	n-s---mn-	n-s---mn-	οἰκιστής	οἰκιστής	
1.4.1	25	πρῶτος	t_612	a-s---mn-	a-s---mn-	πρῶτος	πρῶτος	
1.4.1	26	τῶν	t_613	l-p---mg-	l-p---fg-	ὁ	ὁ	@
1.4.1	27	πλείστων	t_614	a-p---mg-	a-p---fg-	πλεῖστος	πλεῖστος	@
1.4.1	28	ἐγένετο	t_615	v3saim---	v3saim---	γίγνομαι	γίγνομαι	
1.4.1	29	,	t_616	u--------	u--------	,	punc1	
1.4.1	30	Κᾶρας	t_617	n-p---ma-	n-p---ma-	κάρ	Κάρ	@
1.4.1	31	ἐξελάσας	t_618	v-sapamn-	v-sapamn-	ἐξελαύνω	ἐξελαύνω	
1.4.1	32	καὶ	t_619	c--------	c--------	καί	καί	
1.4.1	33	τοὺς	t_620	l-p---ma-	l-p---ma-	ὁ	ὁ	
1.4.1	34	ἑαυτοῦ	t_621	p-s---mg-	p-s---mg-	ἑαυτοῦ	ἑαυτοῦ	
1.4.1	35	παῖδας	t_622	n-p---ma-	n-p---ma-	παῖς	παῖς	
1.4.1	36	ἡγεμόνας	t_623	n-p---ma-	n-p---ma-	ἡγεμών	ἡγεμών	
1.4.1	37	ἐγκαταστήσας	t_624	v-sapamn-	v-sapamn-	ἐγκαθίστημι	ἐγκαθίστημι	
1.4.1	38	·	t_625	u--------	u--------	·	punc1	
1.4.1	39	τό	t_626	l-s---nn-	l-s---na-	ὁ	ὁ	@
1.4.1	40	τε	t_627	d--------	d--------	τε	τε	
1.4.1	41	λῃστικόν	t_628	a-s---nn-	a-s---na-	λῃστικός	λῃστικός	@
1.4.1	42	,	t_629	u--------	u--------	,	punc1	
1.4.1	43	ὡς	t_630	c--------	c--------	ὡς	ὡς	
1.4.1	44	εἰκός	t_631	v-srpann-	v-srpann-	εἰκός	εἰκός	
1.4.1	45	,	t_632	u--------	u--------	,	punc1	
1.4.1	46	καθῄρει	t_633	v3siia---	v3siia---	καθαιρέω	καθαιρέω	
1.4.1	47	ἐκ	t_634	r--------	r--------	ἐκ	ἐκ	
1.4.1	48	τῆς	t_635	l-s---fg-	l-s---fg-	ὁ	ὁ	
1.4.1	49	θαλάσσης	t_636	n-s---fg-	n-s---fg-	θάλασσα	θάλασσα	
1.4.1	50	ἐφ’	t_637	r--------	r--------	ἐπί	ἐπί	
1.4.1	51	ὅσον	t_638	a-s---na-	a-s---na-	ὅσος	ὅσος	
1.4.1	52	ἐδύνατο	t_639	v3siie---	v3siie---	δύναμαι	δύναμαι	
1.4.1	53	,	t_640	u--------	u--------	,	punc1	
1.4.1	54	τοῦ	t_641	l-s---ng-	l-s---ng-	ὁ	ὁ	
1.4.1	55	τὰς	t_642	l-p---fa-	l-p---fa-	ὁ	ὁ	
